1	0
2	0
3	2
4	0
5	0
6	0
7	2
8	0
9	0
10	0
11	2
12	2
13	2
14	0
15	3
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	2
28	0
29	0
30	0
31	0
32	3
33	0
34	1
35	0
36	2
37	0
38	0
39	3
40	0
41	2
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	1
59	0
60	0
61	0
62	0
63	0
64	1
65	1
66	3
67	3
68	1
69	0
70	3
71	3
72	1
73	0
74	3
75	3
76	3
77	3
78	3
79	0
80	1
81	3
82	1
83	3
84	3
85	3
86	0
87	1
88	3
89	3
90	3
91	0
92	3
93	3
94	0
95	3
96	0
97	1
98	1
99	0
100	2
101	2
102	0
103	2
104	1
105	0
106	2
107	2
108	2
109	2
110	3
111	0
112	1
113	1
114	1
115	2
116	2
117	1
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	3
126	0
127	1
128	2
