0	0
0	0.146051
0.00741444	0.230625
0.0160209	0.296459
0.0251761	0.340751
0.0349439	0.373199
0.0442961	0.414239
0.0537997	0.438751
0.0635878	0.459786
0.0733621	0.478969
0.0830579	0.497981
0.0929381	0.520041
0.102449	0.536502
0.112147	0.554965
0.121941	0.571518
0.131801	0.58947
0.141599	0.606672
0.151465	0.622926
0.161298	0.637547
0.171191	0.649632
0.180984	0.659219
0.191328	0.6752
0.20093	0.684947
0.210957	0.693552
0.220817	0.701942
0.230889	0.710806
0.241204	0.720487
0.250747	0.7291
0.260792	0.735652
0.270742	0.74426
0.280589	0.755762
0.29081	0.763841
0.300632	0.77218
0.310671	0.779045
0.320626	0.783417
0.330732	0.791126
0.340756	0.799147
0.350865	0.805313
0.360855	0.809773
0.370836	0.814944
0.380867	0.818604
0.391476	0.824708
0.401039	0.831198
0.411206	0.837562
0.421278	0.84306
0.431427	0.849224
0.441411	0.854788
0.451402	0.86051
0.461564	0.864186
0.47175	0.867146
0.481803	0.870848
0.492652	0.874373
0.501858	0.878279
0.512012	0.88401
0.522009	0.891248
0.532211	0.896271
0.542324	0.89895
0.552354	0.901615
0.562324	0.905374
0.572479	0.908626
0.582602	0.912525
0.593019	0.915744
0.602853	0.920678
0.612946	0.92487
0.622962	0.928609
0.633101	0.931979
0.643192	0.935601
0.653205	0.938096
0.663361	0.944573
0.673545	0.94688
0.683409	0.950261
0.693645	0.952081
0.703782	0.953468
0.713953	0.956379
0.723863	0.961184
0.734096	0.965042
0.744528	0.967699
0.754373	0.971855
0.764409	0.973603
0.7745	0.974774
0.784624	0.976895
0.795141	0.978772
0.80494	0.98216
0.814977	0.983258
0.825188	0.984053
0.835494	0.985442
0.845575	0.986169
0.855669	0.987664
0.865858	0.989738
0.876139	0.990826
0.886157	0.991935
0.896471	0.99288
0.906558	0.993045
0.91687	0.993486
0.926926	0.995369
0.937174	0.997065
0.947323	0.997852
0.957487	0.998721
0.967745	0.999572
0.977891	0.999632
0.987746	0.999632
1.00001	0.999787
1	1
